@relation 'dataset_Monilla-weka.filters.unsupervised.attribute.Remove-R1-2,12-13,21-25,27-weka.filters.unsupervised.attribute.Remove-R7'

@attribute edad numeric
@attribute E1 numeric
@attribute E2 numeric
@attribute E3 numeric
@attribute E4 numeric
@attribute E5 numeric
@attribute grade_monilla numeric
@attribute qq numeric
@attribute Evapotranspiration_Crop numeric
@attribute Nvdi numeric
@attribute Relat_Hum_Max_Temp numeric
@attribute Temp_Air_Max numeric
@attribute Temp_Air_Min numeric
@attribute Dew_Temp_Max numeric
@attribute Precipitacion numeric
@attribute Sunshine_Duration numeric

@data
12,57,0,0,0,0,0,29.764,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
12,49,0,0,119,138,1,28.194,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
12,40,0,0,0,0,0,20.205,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
2,83,0,0,16,16,1,4.863,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
13,51,0,0,13,2,1,7.819,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
13,26,0,0,0,0,0,13.733,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
13,21,1,0,69,41,1,5.925,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
13,21,0,0,0,0,0,7.511,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
13,46,0,0,0,0,0,11.939,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
13,56,0,0,0,0,0,16.328,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
12,51,0,0,126,137,1,11.381,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
13,56,0,0,74,109,1,12.312,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
12,18,0,0,20,2,1,4.741,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
11,31,0,0,39,21,1,14.006,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
12,28,0,0,0,0,0,20.237,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
12,20,0,0,0,0,0,21.115,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
11,16,0,0,0,0,0,4.479,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
11,39,0,0,80,44,1,6.728,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
12,55,0,0,0,0,0,20.741,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
12,28,0,0,0,0,0,4.402,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
12,34,0,0,0,0,0,8.611,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
2,53,0,0,5,2,1,3.82,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
11,63,0,0,14,4,1,11.938,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
12,23,0,0,0,0,0,8.649,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
11,31,0,0,0,0,0,12.597,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
11,26,0,0,0,0,0,14.006,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
12,44,0,0,0,0,0,16.378,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
11,31,0,0,2,0,1,16.914,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
12,17,0,0,0,0,0,15.365,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
12,22,0,0,0,0,0,19.309,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
11,25,0,0,0,0,0,5.84,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
11,29,0,0,0,0,0,29.183,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
11,28,0,0,7,0,1,15.385,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
11,11,0,0,7,1,1,17.121,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
11,11,0,0,0,0,0,19.123,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
11,10,0,0,0,0,0,16.62,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
11,25,0,0,0,0,0,20.952,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
11,20,0,0,0,0,0,9.86,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
11,26,0,0,10,5,1,21.822,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
11,48,0,0,0,0,0,15.573,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
11,35,0,0,0,0,0,16.158,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
11,4,0,0,0,0,0,5.583,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
11,28,0,0,0,0,0,9.767,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
11,24,0,0,0,0,0,12.951,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
11,50,0,0,33,7,1,9.667,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
11,16,0,0,0,0,0,13.36,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
11,49,0,0,4,2,1,11.111,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
11,42,0,0,0,0,0,5.987,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
11,19,0,0,5,0,1,12.593,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
11,28,0,0,0,0,0,26.465,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
11,10,0,0,0,0,0,12.328,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
9,33,0,0,73,6,1,3.789,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
9,0,0,0,0,0,0,11.426,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
9,0,0,0,0,0,0,6.997,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
9,0,0,0,0,0,0,19.417,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
9,0,0,0,0,0,0,4.621,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
9,0,0,0,0,0,0,4.244,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
2,0,0,0,0,0,0,6.755,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
9,31,0,0,66,7,1,6.077,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
9,61,0,0,0,0,1,9.859,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
9,55,0,0,0,0,0,14.087,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
9,0,0,0,0,0,0,17.965,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
9,0,0,0,2,1,1,6.3,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
9,0,0,0,0,0,0,13.486,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
9,0,0,0,2,0,1,17.391,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
9,0,0,0,4,2,1,20.726,82,23.54,51,30.645161,20.451613,20.806452,0,274.9
13,0,0,0,0,0,0,6.326,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
12,0,0,0,0,0,0,18.684,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
13,0,0,0,0,0,0,17.726,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
12,0,0,0,0,0,0,24.074,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
12,0,0,0,0,0,0,9.294,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
12,0,0,0,0,0,0,22.442,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
12,0,0,62,0,0,0,13.263,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
12,0,0,0,0,0,0,8.989,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
2,0,0,49,0,0,0,6.296,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
13,0,0,7,0,0,0,6.622,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
13,0,0,0,0,0,0,10.343,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
13,1,0,57,0,0,0,13.478,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
13,0,0,0,0,0,0,10.277,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
13,0,0,0,0,0,0,7.283,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
13,0,0,0,0,0,0,4.222,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
12,0,0,77,0,0,0,5.346,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
13,0,0,61,0,0,0,12.113,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
12,0,0,17,0,0,0,8.873,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
11,0,0,99,0,0,0,4.481,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
12,0,0,0,0,0,0,7.182,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
12,0,0,0,0,0,0,3.064,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
11,0,0,0,0,0,0,2.553,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
11,0,0,60,0,0,0,3.644,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
12,0,0,0,0,0,0,12.491,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
12,0,0,0,0,0,0,3.97,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
12,0,0,0,0,0,0,3.937,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
2,0,0,10,0,0,0,1.536,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
11,0,0,11,0,0,0,21.471,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
12,0,0,0,0,0,0,11.107,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
11,0,0,0,0,0,0,18.093,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
11,0,0,0,0,0,0,9.957,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
12,0,0,0,0,0,0,10.149,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
11,0,0,14,0,0,0,7.156,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
12,0,0,0,0,0,0,10.656,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
12,0,0,0,0,0,0,4.296,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
11,0,0,0,0,0,0,6.098,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
11,0,0,0,0,0,0,5.084,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
11,0,0,7,0,0,0,6.375,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
11,0,0,13,0,0,0,5.913,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
11,0,0,0,0,0,0,3.907,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
11,0,0,0,0,0,0,4.399,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
11,0,0,0,0,0,0,8.281,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
11,0,0,0,0,0,0,7.152,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
11,0,0,13,0,0,0,6.001,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
11,0,0,0,0,0,0,14.911,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
11,0,0,0,0,0,0,8.747,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
11,0,0,0,0,0,0,3.171,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
11,0,0,0,0,0,0,12.136,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
11,0,0,0,0,0,0,9.69,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
11,0,0,52,0,0,0,4.255,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
