@relation 'dataset_Monilla-weka.filters.unsupervised.attribute.Remove-R1-2,12-13,21-25,27-weka.filters.unsupervised.attribute.Remove-R7'

@attribute edad numeric
@attribute E1 numeric
@attribute E2 numeric
@attribute E3 numeric
@attribute E4 numeric
@attribute E5 numeric
@attribute grade_monilla numeric
@attribute qq numeric
@attribute Evapotranspiration_Crop numeric
@attribute Nvdi numeric
@attribute Relat_Hum_Max_Temp numeric
@attribute Temp_Air_Max numeric
@attribute Temp_Air_Min numeric
@attribute Dew_Temp_Max numeric
@attribute Precipitacion numeric
@attribute Sunshine_Duration numeric

@data
11,0,0,0,0,0,0,6.427,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
11,0,0,22,0,0,0,4.048,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
11,0,0,0,0,0,0,4.229,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
11,0,0,1,0,0,0,2.79,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
11,0,0,0,0,0,0,8.429,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
11,0,0,0,0,0,0,1.802,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
9,0,0,41,0,0,0,4.784,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
9,0,0,0,0,0,0,3.311,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
9,0,0,0,0,0,0,3.648,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
9,0,0,0,0,0,0,8.403,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
9,0,0,0,0,0,0,1.114,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
9,0,0,0,0,0,0,2.727,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
2,0,0,0,0,0,0,4.144,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
9,0,0,47,0,0,0,3.659,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
9,0,0,14,0,0,0,4.044,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
9,0,0,0,0,0,0,4.836,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
9,0,0,0,0,0,0,5.173,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
9,0,0,0,0,0,0,2.616,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
9,0,0,0,0,0,0,2.205,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
9,0,0,0,0,0,0,7.1,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
9,0,0,9,0,0,0,6.719,85.9,24.64,48.935484,32,20.354839,22.580645,19.5,265.5
13,0,0,0,0,0,0,4.291,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
12,0,0,0,0,0,0,8.731,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
13,0,0,0,0,0,0,8.283,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
12,0,0,0,0,0,0,6.354,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
12,0,0,0,0,0,0,5.541,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
12,0,0,0,0,0,0,6.533,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
12,0,19,0,0,0,0,6.014,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
12,0,0,0,0,0,0,9.906,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
2,0,21,0,80,13,1,4.141,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
13,0,1,0,11,3,1,5.846,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
13,0,0,0,0,0,0,15.879,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
13,0,42,0,0,0,0,18.778,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
13,0,0,0,0,0,0,15.271,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
13,0,0,0,0,0,0,3.709,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
13,0,0,0,0,0,0,4.5,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
12,0,16,0,3,0,1,8.372,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
13,0,57,0,0,0,0,7.473,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
12,0,10,0,14,4,1,14.514,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
11,0,84,0,130,51,1,8.481,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
12,0,0,0,0,0,0,10.372,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
12,0,0,0,0,0,0,4.671,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
11,0,0,0,0,0,0,8.078,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
11,0,77,0,100,35,1,5.138,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
12,0,0,0,0,0,0,22.326,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
12,0,0,0,0,0,0,2.097,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
12,0,0,0,0,0,0,1.298,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
2,0,11,0,50,5,1,1.963,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
11,0,2,0,5,2,1,15.331,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
12,0,0,0,0,0,0,10.559,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
11,0,0,0,0,0,0,16.842,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
11,0,0,0,0,0,0,6.701,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
12,0,0,0,0,0,0,16.342,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
11,0,8,0,17,3,1,11.264,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
12,0,0,0,0,0,0,16.939,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
12,0,0,0,0,0,0,7.059,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
11,0,0,0,0,0,0,3.791,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
11,0,0,0,0,0,0,7.484,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
11,0,9,0,14,0,1,10.32,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
11,0,8,0,9,1,1,12.588,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
11,0,0,0,0,0,0,5.395,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
11,0,0,0,0,0,0,6.977,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
11,0,0,0,0,0,0,8.171,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
11,0,0,0,0,0,0,7.238,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
11,0,14,0,18,1,1,6.97,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
11,0,0,0,0,0,0,9.264,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
11,0,0,0,0,0,0,2.88,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
11,0,0,0,0,0,0,6.581,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
11,0,0,0,0,0,0,5.25,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
11,0,0,0,0,0,0,5.089,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
11,0,23,0,34,2,1,7.141,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
11,0,0,0,0,0,0,12.782,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
11,0,5,0,17,2,1,7.455,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
11,0,0,0,0,0,0,9.208,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
11,0,7,0,2,0,1,5.798,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
11,0,0,0,0,0,0,11.738,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
11,0,0,0,0,0,0,3.783,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
9,0,20,0,58,5,1,1.392,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
9,0,0,0,0,0,0,2.347,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
9,0,0,0,0,0,0,1.862,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
9,0,0,0,0,0,0,5.518,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
9,0,0,0,0,0,0,1.119,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
9,0,0,0,0,0,0,2.608,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
2,0,0,0,0,0,0,2.619,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
9,0,29,0,56,2,1,1.227,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
9,0,22,0,35,0,1,1.194,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
9,0,0,0,0,0,0,3.701,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
9,0,0,0,0,0,0,2.489,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
9,0,0,0,0,0,1,1.582,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
9,0,0,0,0,0,0,2.996,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
9,0,0,0,4,0,1,3.903,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
9,0,7,0,6,0,1,7.555,70.7,21.89,56.321429,31.892857,22.75,23.642857,113.4,230.6
13,0,0,0,0,0,0,3.24,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
12,0,0,0,0,0,0,6.171,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
13,0,0,0,0,0,0,10.233,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
12,0,0,0,0,0,0,3.416,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
12,0,0,0,0,0,0,2.56,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
12,0,0,0,0,0,0,4.798,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
12,54,0,0,75,37,1,2.605,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
12,0,0,0,0,0,0,4.486,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
2,42,0,70,0,0,0,2.831,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
13,1,0,30,0,0,0,3.465,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
13,0,0,0,0,0,0,16.626,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
13,15,0,0,102,24,1,12.557,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
13,0,0,0,0,0,0,11.649,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
13,0,0,0,0,0,0,2.162,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
13,0,0,0,0,0,0,5.386,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
12,2,0,0,75,27,1,2.489,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
13,25,0,0,108,65,1,3.774,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
12,9,0,18,0,0,0,10.646,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
11,42,0,124,0,0,0,8.642,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
12,0,0,0,0,0,0,14.111,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
12,0,0,0,0,0,0,20.238,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
11,0,0,0,0,0,0,9.833,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
11,121,0,0,0,0,0,10.386,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
12,0,0,0,0,0,0,18.601,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
12,0,0,0,0,0,0,4.929,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
12,0,0,0,0,0,0,4.524,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
2,9,0,53,0,0,0,5.316,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
11,5,0,10,0,0,0,11.037,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
12,0,0,0,0,0,0,8.368,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
11,0,0,0,0,0,0,11.363,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
11,0,0,0,0,0,0,6.271,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
12,0,0,0,0,0,0,12.452,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
11,10,0,16,0,0,0,6.524,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
12,0,0,0,0,0,0,7.752,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
12,0,0,0,0,0,0,16.574,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
11,0,0,0,0,0,0,5.729,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
11,0,0,0,0,0,0,13.098,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
11,1,0,21,0,0,0,13.462,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
11,4,0,11,0,0,0,11.773,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
11,0,0,0,0,0,0,6.956,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
11,0,0,0,0,0,0,8.608,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
11,0,0,0,0,0,0,13.695,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
11,0,0,0,0,0,0,11.622,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
11,13,0,80,0,0,0,7.76,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
11,0,0,0,0,0,0,7.91,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
11,0,0,0,0,0,0,6.997,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
11,0,0,0,0,0,0,6.145,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
11,0,0,0,0,0,0,8.3,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
11,0,0,0,0,0,0,8.06,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
11,30,0,86,0,0,0,6.757,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
11,0,0,0,0,0,0,10.034,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
11,0,0,20,0,0,0,9.712,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
11,0,0,0,0,0,0,11.082,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
11,1,0,7,0,0,0,10.44,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
11,0,0,0,0,0,0,17.67,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
11,0,0,0,0,0,0,11.022,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
9,9,0,116,0,0,0,2.241,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
9,0,0,0,0,0,0,6.137,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
9,0,0,0,0,0,0,4.561,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
9,0,0,0,0,0,0,14.793,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
9,0,0,0,0,0,0,3.318,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
9,0,0,0,0,0,0,4.79,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
2,0,0,0,0,0,0,7.14,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
9,10,0,100,0,0,0,1.866,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
9,25,0,26,0,0,0,2.646,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
9,0,0,0,0,0,0,4.797,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
9,0,0,0,0,0,0,5.593,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
9,0,0,11,0,0,0,2.733,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
9,0,0,0,0,0,0,5.552,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
9,0,0,7,0,0,0,7.297,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
9,1,0,5,0,0,0,12.383,75.8,24.18,58.903226,31.870968,22.548387,23.935484,155.5,258.4
13,0,0,0,0,0,0,2.745,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
12,0,0,0,0,0,0,2.093,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
13,0,0,0,0,0,0,7.674,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
12,0,0,0,0,0,0,4.4,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
12,0,0,0,0,0,0,2.232,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
12,0,0,0,0,0,0,6.752,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
12,0,0,102,0,0,0,3.621,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
12,0,0,0,0,0,0,7.172,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
2,0,81,0,0,0,0,0.727,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
13,0,18,0,0,0,0,2.063,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
13,0,0,0,0,0,0,5.206,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
13,0,0,78,0,0,0,7.007,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
13,0,0,0,0,0,0,8.677,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
13,0,0,0,0,0,0,5.752,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
13,0,0,0,0,0,0,3.869,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
12,0,0,69,0,0,0,2.487,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
13,0,0,209,0,0,0,2.595,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
12,0,21,0,0,0,0,4.826,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
11,0,138,0,0,0,0,3.212,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
12,0,0,0,0,0,0,6.159,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
12,0,0,0,0,0,0,13.973,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
11,0,0,0,0,0,0,7.731,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
11,0,0,0,0,0,0,11.636,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
12,0,0,0,0,0,0,11.341,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
12,0,0,0,0,0,0,3.388,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
12,0,0,0,0,0,0,1.973,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
2,0,58,0,0,0,0,6.005,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
11,0,6,0,0,0,0,5.208,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
12,0,0,0,0,0,0,3.965,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
11,0,0,0,0,0,0,7.514,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
11,0,0,0,0,0,0,5.972,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
12,0,0,0,0,0,0,4.257,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
11,0,9,0,0,0,0,4.512,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
12,0,0,0,0,0,0,3.34,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
12,0,0,0,0,0,0,8.158,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
11,0,0,0,0,0,0,6.361,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
11,0,0,0,0,0,0,25.545,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
11,0,40,0,0,0,0,14.115,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
11,0,6,0,0,0,0,12.67,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
11,0,0,0,0,0,0,8.48,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
11,0,0,0,0,0,0,12.557,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
11,0,0,0,0,0,0,16.889,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
11,0,0,0,0,0,0,19.761,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
11,0,76,0,0,0,0,17.964,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
11,0,0,0,0,0,0,15.159,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
11,0,0,0,0,0,0,18.829,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
11,0,0,0,0,0,0,7.297,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
11,0,0,0,0,0,0,10.27,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
11,0,0,0,0,0,0,12.591,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
11,0,112,0,0,0,0,14.369,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
11,0,0,0,0,0,0,16.867,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
11,0,45,0,0,0,0,10.996,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
11,0,0,0,0,0,0,16.009,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
11,0,6,0,0,0,0,12.348,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
11,0,0,0,0,0,0,22.277,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
11,0,0,0,0,0,0,11.928,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
9,0,203,0,0,0,0,8.408,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
9,0,0,0,0,0,0,7.123,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
9,0,0,0,0,0,0,3.03,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
9,0,0,0,0,0,0,8.501,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
9,0,0,0,0,0,0,1.644,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
9,0,0,0,0,0,0,10.943,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
2,0,0,0,0,0,0,7.13,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
9,0,187,0,0,0,0,5.127,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
9,0,47,0,0,0,0,4.97,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
9,0,0,0,0,0,0,6.101,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
9,0,0,0,0,0,0,4.531,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
9,0,8,0,0,0,0,7.153,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
9,0,0,0,0,0,0,6.037,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
9,0,7,0,0,0,0,11.677,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
9,0,6,0,0,0,0,12.093,78.9,23.44,59.566667,31.866667,22.866667,24.3,199.3,246.8
13,0,0,0,0,0,0,3.055,78.5,23.71,60.903226,31.806452,23.322581,24.83871,53.8,265
12,0,0,0,0,0,0,3.678,78.5,23.71,60.903226,31.806452,23.322581,24.83871,53.8,265
13,0,0,0,0,0,0,10.716,78.5,23.71,60.903226,31.806452,23.322581,24.83871,53.8,265
12,0,0,0,0,0,0,5.701,78.5,23.71,60.903226,31.806452,23.322581,24.83871,53.8,265
12,0,0,0,0,0,0,4.479,78.5,23.71,60.903226,31.806452,23.322581,24.83871,53.8,265
12,0,0,0,0,0,0,7.383,78.5,23.71,60.903226,31.806452,23.322581,24.83871,53.8,265
12,0,119,0,121,17,1,3.325,78.5,23.71,60.903226,31.806452,23.322581,24.83871,53.8,265
12,0,0,0,0,0,0,8.553,78.5,23.71,60.903226,31.806452,23.322581,24.83871,53.8,265
2,57,0,0,17,17,1,2.313,78.5,23.71,60.903226,31.806452,23.322581,24.83871,53.8,265
13,11,0,0,2,0,1,3.356,78.5,23.71,60.903226,31.806452,23.322581,24.83871,53.8,265
13,0,0,0,0,0,0,12.799,78.5,23.71,60.903226,31.806452,23.322581,24.83871,53.8,265
13,0,84,0,98,68,1,12.1,78.5,23.71,60.903226,31.806452,23.322581,24.83871,53.8,265
13,0,0,0,0,0,0,10.624,78.5,23.71,60.903226,31.806452,23.322581,24.83871,53.8,265
13,0,0,0,0,0,0,9.557,78.5,23.71,60.903226,31.806452,23.322581,24.83871,53.8,265
13,0,0,0,0,0,0,6.356,78.5,23.71,60.903226,31.806452,23.322581,24.83871,53.8,265
12,0,54,0,17,4,1,1.746,78.5,23.71,60.903226,31.806452,23.322581,24.83871,53.8,265
13,0,216,0,1,0,1,2.765,78.5,23.71,60.903226,31.806452,23.322581,24.83871,53.8,265
12,8,0,0,19,2,1,9.343,78.5,23.71,60.903226,31.806452,23.322581,24.83871,53.8,265
11,126,0,0,87,42,1,8.168,78.5,23.71,60.903226,31.806452,23.322581,24.83871,53.8,265
12,0,0,0,0,0,0,8.93,78.5,23.71,60.903226,31.806452,23.322581,24.83871,53.8,265
12,0,0,0,0,0,0,15.587,78.5,23.71,60.903226,31.806452,23.322581,24.83871,53.8,265
11,0,0,0,0,0,0,7.823,78.5,23.71,60.903226,31.806452,23.322581,24.83871,53.8,265
11,0,0,0,102,77,1,10.93,78.5,23.71,60.903226,31.806452,23.322581,24.83871,53.8,265
12,0,0,0,0,0,0,13.596,78.5,23.71,60.903226,31.806452,23.322581,24.83871,53.8,265
